ORDER_ID,DATE,PRICE,Quantity,SALES
10334,19/11/2019,122.62,26,3188.12
10370,20/01/2020,65.63,35,2297.05
10425,31/05/2020,155.13,38,5894.94
10108,3/3/2018,159.55,33,5265.15
10122,8/5/2018,180.95,42,7599.9
10135,2/7/2018,190.68,42,8008.56
10147,5/9/2018,192.62,48,9245.76
10169,4/11/2018,167.33,30,5019.9
10181,12/11/2018,200.41,27,5411.07
10191,20/11/2018,182.9,21,3840.9
10203,2/12/2018,196.52,20,3930.4
10225,22/02/2019,167.33,27,4517.91
10238,9/4/2019,206.24,28,5774.72
10253,1/6/2019,163.44,24,3922.56
10266,6/7/2019,208.19,44,9160.36
10276,2/8/2019,192.62,50,9631
10287,30/08/2019,163.44,21,3432.24
10300,4/10/2018,167.33,33,5521.89
10310,16/10/2019,210.14,33,6934.62
10320,3/11/2019,221.81,31,6876.11
10363,6/1/2020,85.39,33,2817.87
10389,3/3/2020,99.04,26,2575.04
10419,17/05/2020,163.44,12,1961.28
10117,16/04/2018,182.86,33,6034.38
10127,3/6/2018,245.2,46,11279.2
10142,8/8/2018,243.13,33,8023.29
10153,28/09/2018,245.2,20,4904
10165,22/10/2018,195.33,44,8594.52
10176,6/11/2018,226.5,33,7474.5
10185,14/11/2018,184.94,21,3883.74
10196,26/11/2018,189.1,47,8887.7
10208,2/1/2019,187.02,46,8602.92
10220,12/2/2019,224.42,32,7181.44
10231,19/03/2019,199.49,42,8378.58
10247,5/5/2019,241.05,44,10606.2
10272,20/07/2019,166.24,35,5818.4
10282,20/08/2019,172.47,41,7071.27
10293,9/9/2019,182.86,46,8411.56
10306,14/10/2019,211.96,31,6570.76
10314,22/10/2019,209.88,38,7975.44
10336,20/11/2019,57.22,33,1888.26
10348,1/11/2019,52.36,48,2513.28
10371,23/01/2020,111.27,32,3560.64
10382,17/02/2020,112.46,34,3823.64
10413,5/5/2020,241.05,36,8677.8
10113,26/03/2018,162.64,21,3415.44
10216,2/2/2019,133.94,43,5759.42
10189,18/11/2018,161.16,28,4512.48
10224,21/02/2019,141.58,43,6087.94
10319,3/11/2019,137.06,30,4111.8
10104,31/01/2018,175.25,34,5958.5
10230,15/03/2019,163.17,43,7016.31
10324,5/11/2019,54.33,27,1466.91
10358,10/12/2019,55.34,49,2711.66
10372,26/01/2020,146.55,40,5862
10170,4/11/2018,116.27,47,5464.69
10212,16/01/2019,126.84,39,4946.76
10376,8/2/2020,113.92,35,3987.2
10349,1/12/2019,169.56,26,4408.56
10396,23/03/2020,185.13,33,6109.29
10377,9/2/2020,67.83,24,1627.92
10115,4/4/2018,124.43,46,5723.78
10141,1/8/2018,101.91,21,2140.11
10151,21/09/2018,138.65,24,3327.6
10184,14/11/2018,122.06,37,4516.22
10195,25/11/2018,131.54,49,6445.46
10219,10/2/2019,101.91,48,4891.68
10246,5/5/2019,110.21,46,5069.66
10271,20/07/2019,97.17,31,3012.27
10292,8/9/2019,105.47,21,2214.87
10412,3/5/2020,110.21,54,5951.34
10192,20/11/2018,131.28,27,3544.56
10239,12/4/2019,93.28,21,1958.88
10277,4/8/2019,111.71,28,3127.88
10321,4/11/2019,124.37,24,2984.88
10405,14/04/2020,93.28,97,9048.16
10109,10/3/2018,168.43,26,4379.18
10136,4/7/2018,145.79,25,3644.75
10148,11/9/2018,117.48,23,2702.04
10161,17/10/2018,134.46,28,3764.88
10171,5/11/2018,128.8,35,4508
10204,2/12/2018,147.2,42,6182.4
10240,13/04/2019,137.29,41,5628.89
10278,6/8/2019,137.29,34,4667.86
10301,5/10/2018,159.94,37,5917.78
10331,17/11/2019,139.87,46,6434.02
10342,24/11/2019,161.36,40,6454.4
10356,9/12/2019,97.6,43,4196.8
10365,7/1/2020,87.06,30,2611.8
10390,4/3/2020,93.77,36,3375.72
10406,15/04/2020,137.29,61,8374.69
10102,10/1/2018,123.29,39,4808.31
10125,21/05/2018,101.71,32,3254.72
10139,16/07/2018,102.74,31,3184.94
10149,12/9/2018,118.15,50,5907.5
10173,5/11/2018,117.12,43,5036.16
10182,12/11/2018,87.33,25,2183.25
10193,21/11/2018,110.96,28,3106.88
10205,3/12/2018,103.77,36,3735.72
10227,2/3/2019,118.15,25,2953.75
10244,29/04/2019,117.12,40,4684.8
10256,8/6/2019,95.55,34,3248.7
10289,3/9/2019,120.21,38,4567.98
10332,17/11/2019,95.13,46,4375.98
10346,29/11/2019,36.11,42,1516.62
10380,16/02/2020,93.16,27,2515.32
10422,30/05/2020,95.55,51,4873.05
10110,18/03/2018,146.84,37,5433.08
10123,20/05/2018,118.22,26,3073.72
10137,10/7/2018,99.55,44,4380.2
10172,5/11/2018,118.22,42,4965.24
10226,26/02/2019,109.51,38,4161.38
10241,13/04/2019,119.46,21,2508.66
10288,1/9/2019,146.84,20,2936.8
10311,16/10/2019,100.8,29,2923.2
10343,24/11/2019,162.47,36,5848.92
10367,12/1/2020,56.3,49,2758.7
10378,10/2/2020,42.64,34,1449.76
10407,22/04/2020,119.46,59,7048.14
10106,17/02/2018,146.65,36,5279.4
10131,16/06/2018,132.46,21,2781.66
10198,27/11/2018,178.19,42,7483.98
10250,11/5/2019,181.34,45,8160.3
10262,24/06/2019,134.04,49,6567.96
10274,21/07/2019,164,41,6724
10284,21/08/2019,127.73,45,5747.85
10296,15/09/2019,157.69,36,5676.84
10327,10/11/2019,112.19,25,2804.75
10338,22/11/2019,137.19,41,5624.79
10351,3/12/2019,99.52,39,3881.28
10386,1/3/2020,54.57,25,1364.25
10398,30/03/2020,127.73,33,4215.09
10416,10/5/2020,181.34,24,4352.16
10100,6/1/2018,171.7,30,5151
10124,21/05/2018,136,21,2856
10214,26/01/2019,198.9,30,5967
10302,6/10/2018,170,43,7310
10344,25/11/2019,170,45,7650
10379,10/2/2020,138.45,39,5399.55
10420,29/05/2020,142.8,37,5283.6
10366,10/1/2020,123.76,34,4207.84
10303,6/10/2019,49.04,46,2255.84
10383,22/02/2020,142.37,27,3843.99
10101,9/1/2018,151.28,25,3782
10243,26/04/2019,130.94,47,6154.18
10409,23/04/2020,130.94,6,785.64
10133,27/06/2018,69.27,49,3394.23
10235,2/4/2019,76.03,24,1824.72
10297,16/09/2019,82.79,25,2069.75
10353,4/12/2019,130.21,27,3515.67
10401,3/4/2020,76.03,42,3193.26
10255,4/6/2019,155.25,24,3726
10421,29/05/2020,155.25,35,5433.75
10257,14/06/2019,88.14,50,4407
10423,30/05/2020,88.14,10,881.4
10269,16/07/2019,63.08,32,2018.56
10392,10/3/2020,59.96,37,2218.52
10130,16/06/2018,96.34,40,3853.6
10128,6/6/2018,135.22,41,5544.02
10166,21/10/2018,161.18,43,6930.74
10177,7/11/2018,159.81,23,3675.63
10221,18/02/2019,133.86,33,4417.38
10232,20/03/2019,163.91,22,3606.02
10394,15/03/2020,152.41,22,3353.02
10326,9/11/2019,118.99,32,3807.68
10252,26/05/2019,76.39,20,1527.8
10265,2/7/2019,86.84,45,3907.8
10290,7/9/2019,96.23,26,2501.98
10323,5/11/2019,91.27,33,3011.91
10330,16/11/2019,119.06,37,4405.22
10355,7/12/2019,138.17,23,3177.91
10146,3/9/2018,67.14,47,3155.58
10264,30/06/2019,54.71,48,2626.08
10286,28/08/2019,57.2,38,2173.6
10249,8/5/2019,121.75,46,5600.5
10328,12/11/2019,112.22,34,3815.48
10415,9/5/2020,121.75,51,6209.25
10152,25/09/2018,129.26,35,4524.1
10213,22/01/2019,94.79,38,3602.02
10315,29/10/2019,100.06,36,3602.16
10267,7/7/2019,75.55,36,2719.8
10279,9/8/2019,60.58,26,1575.08
10158,10/10/2018,67.03,22,1474.66
10340,24/11/2019,79.98,55,4398.9
10345,25/11/2019,53.76,43,2311.68
10190,19/11/2018,76.19,42,3199.98
10368,19/01/2020,102.68,40,4107.2
10335,19/11/2019,37.13,33,1225.29
10154,2/10/2018,91.17,31,2826.27
10233,29/03/2019,94.71,40,3788.4
10385,28/02/2020,85.54,37,3164.98
10242,20/04/2019,36.93,46,1698.78
10408,22/04/2020,36.93,15,553.95
10317,2/11/2019,83.32,35,2916.2
10387,2/3/2020,94.9,44,4175.6
10364,6/1/2020,48.28,48,2317.44
10116,11/4/2018,63.38,27,1711.26
10144,13/08/2018,81.86,20,1637.2
10156,8/10/2018,41.02,20,820.4
10199,1/12/2018,38.4,29,1113.6
10397,28/03/2020,80.55,32,2577.6
10352,3/12/2019,102.29,23,2352.67
10118,21/04/2018,117.2,36,4219.2
10294,10/9/2019,104.28,45,4692.6
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
